SAP_TPLNR,SAP_TPLMA,SAP_TPLKZ,SAP_FLTYP,SAP_PLTXT,SAP_Z_TAG_WW,SAP_Z_DL_ASSOCIE
S00243501,,ZPRTG,P,GRANDRU T RCP4,,
S00243701,,ZPRTG,P,SENONCHAMPS T CE100,,
S00244101,,ZPRTG,P,VERLAINE T R,,
S00244802,,ZPRTG,P,LA CHEVENIÈRE T G1,,
S00245301,,ZPRTG,P,PETIT-HOUMART T RCP,,
S00245601,,ZPRTG,P,GRAND BRU T R,,
S00245702,,ZPRTG,P,VILLERS-SAINTE-GERTRUDE T R,,
S00246001,,ZPRTG,P,BARVAUX T R80,,
S00219801,,ZPRTG,P,STAVELOT STER CAT T CAT,,
S00220601,,ZPRTG,P,ST-GEORGES R.RODGE T PC,,
S00247201,,ZPRTG,P,IZIER R T,,
S00221103,,ZPRTG,P,ST-VITH L'WEILER PZ1 T,,
S00248202,,ZPRTG,P,MARCOURAY T CIELLE D1,,
S00248203,,ZPRTG,P,MARCOURAY T CHOASNAYE S1,,
S00248204,,ZPRTG,P,MARCOURAY T CHOASNAYE S2,,
S00248302,,ZPRTG,P,DEVANTAVE T DEVANTAVE D1,,
S00248303,,ZPRTG,P,DEVANTAVE T LAIDPRANGLEUX D1,,
S00222001,,ZPRTG,P,THIMISTER  SEREZE T PC,,
S00222201,,ZPRTG,P,THIMISTER CH. CHARLEMAGNE T PC,,
S00222401,,ZPRTG,P,THIMISTER DEL CLISORE T PC,,
S00223001,,ZPRTG,P,VERVIERS BOIS CHAFFOUX T R,,
S00249201,,ZPRTG,P,CIELLE ANCIEN T R40,,
S00223501,,ZPRTG,P,VERVIERS CH DU MAIREUX T PC,,
S00225201,,ZPRTG,P,VERVIERS R. A. DE BERGHES T QM,,
S00225301,,ZPRTG,P,VERVIERS R. CARL GRUN T PC,,
S00225401,,ZPRTG,P,VERVIERS R. DE L'ESCALIER T QM,,
S00225701,,ZPRTG,P,VERVIERS R. DU CIMETIERE T QM,,
S00226001,,ZPRTG,P,VERVIERS R. GRAND VINAVE T QM,,
S00226201,,ZPRTG,P,VERVIERS R. VERGERS T QM,,
S00226901,,ZPRTG,P,VERVIERS R.STEMBERT BAS T QM,,
S00227001,,ZPRTG,P,VERVIERS R.STEMBERT HAUT T QM,,
S00227101,,ZPRTG,P,VERVIERS R.TOMBEUX T QM,,
S00250902,,ZPRTG,P,BRAS T RT3000,,
S00251002,,ZPRTG,P,BERISMENIL T ANCIEN R,,
S00251003,,ZPRTG,P,BERISMENIL T D1,,
S00228001,,ZPRTG,P,VIELSALM COMMANSTER T PC,,
S00228202,,ZPRTG,P,VIELSALM ENNAL AL DEFFE D T,,
S00228701,,ZPRTG,P,VIELSALM GORONNE GOFFES T D1,,
S00252403,,ZPRTG,P,HAUT FAYS T REGIBU,,
S00229001,,ZPRTG,P,VIELSALM GRAND HALLEUX T R100,,
S00252502,,ZPRTG,P,PORCHERESSE T DEVANT GRAINCHY,,
S00252601,,ZPRTG,P,MINIRES T P1,,
S00252801,,ZPRTG,P,DAVERDISSE T NANDRU FONTAINE,,
S00253001,,ZPRTG,P,SCOTTON ANCIEN T P,,
S00253101,,ZPRTG,P,SCOTTON NOUVEAU T P,,
S00253302,,ZPRTG,P,CHANLY T P1,,
S00253401,,ZPRTG,P,HALMA T SP,,
S00253702,,ZPRTG,P,WELLIN HAUT T MARGOUILLET P,,
S00253802,,ZPRTG,P,SOHIER T GROS CHÊNE P1,,
S00253902,,ZPRTG,P,BARZIN T BIHAIN P1,,
S00254101,,ZPRTG,P,FROIDLIEU T P1,,
S00254301,,ZPRTG,P,CHESTRÉE T SP,,
S00254401,,ZPRTG,P,FAYS FAMENNE T ST,,
S00254601,,ZPRTG,P,L'ÉGLISE T P1,,
S00231201,,ZPRTG,P,VILLERS VINALMONT T CE400,,
S00231302,,ZPRTG,P,VILLERS WARNANT PZ1T,,
S00255501,,ZPRTG,P,BASTOGNE BRAS CE T,,
S00256001,,ZPRTG,P,MILLOMONT T SP,,
S00256002,,ZPRTG,P,MILLOMONT T D1,,
S00256003,,ZPRTG,P,MILLOMONT T HOUMONT D1,,
S00256801,,ZPRTG,P,GIVRY T R,,
S00257002,,ZPRTG,P,BERTOGNE CHAMPS T SP,,
S00231703,,ZPRTG,P,WAIMES BOTRANGE T H/R100 SUP,,
S00231901,,ZPRTG,P,WAIMES GUEUZAINE T PC,,
S00257505,,ZPRTG,P,NEUFCHATEAU T MORIVAL D1,,
S00257602,,ZPRTG,P,PETITVOIR T R60+SP,,
S00257603,,ZPRTG,P,PETITVOIR T S1,,
S00257702,,ZPRTG,P,HAMIPRÉ T SP,,
S00257902,,ZPRTG,P,MASSUL T S,,
S00258001,,ZPRTG,P,LAHÉRIE T ST,,
S00258002,,ZPRTG,P,LAHÉRIE T D1,,
S00258003,,ZPRTG,P,LAHÉRIE T D2,,
S00258004,,ZPRTG,P,LAHÉRIE T D3,,
S00258005,,ZPRTG,P,LAHÉRIE T D4,,
S00258101,,ZPRTG,P,GRAPFONTAINE T LAID BUISSON D6,,
S00258102,,ZPRTG,P,GRAPFONTAINE T LAID BUISSON D1,,
S00258103,,ZPRTG,P,GRAPFONTAINE T LAID BUISSON D2,,
S00258104,,ZPRTG,P,GRAPFONTAINE T LAID BUISSON D3,,
S00258105,,ZPRTG,P,GRAPFONTAINE T LAID BUISSON D4,,
S00258106,,ZPRTG,P,GRAPFONTAINE T CE,,
S00258201,,ZPRTG,P,WARMIFONTAINE T R70,,
S00258602,,ZPRTG,P,ASSENOIS T LA FONTAINE D1,,
S00258603,,ZPRTG,P,ASSENOIS T SP,,
S00258604,,ZPRTG,P,ASSENOIS T BUISSON D1,,
S00258701,,ZPRTG,P,BLANCHE OREILLE T SP,,
S00258702,,ZPRTG,P,BLANCHE OREILLE T S1,,
S00258801,,ZPRTG,P,ACREMONT T BOIS DE FATH S1,,
S00258802,,ZPRTG,P,ACREMONT T SP,,
S00258803,,ZPRTG,P,ACREMONT T FOND DE CORAY S1,,
S00258804,,ZPRTG,P,JEHONVILLE T SP,,
S00258901,,ZPRTG,P,JEHONVILLE T R,,
S00258902,,ZPRTG,P,JEHONVILLE T LA SPÈCHE D1,,
S00258903,,ZPRTG,P,JEHONVILLE T LE RONDU D1,,
S00259001,,ZPRTG,P,SART T R,,
S00259002,,ZPRTG,P,SART T P,,
S00259104,,ZPRTG,P,AUBY T LA FLÈCHE,,
S00259105,,ZPRTG,P,AUBY T STEUKION,,
S00259503,,ZPRTG,P,ROSSART T LONGUEFEU P,,
S00259602,,ZPRTG,P,LA GIRGAINE T H,,
S00260201,,ZPRTG,P,CHASSEPIERRE VILLAGE T S1,,
S00260203,,ZPRTG,P,CHASSEPIERRE VILLAGE T D2,,
S00260301,,ZPRTG,P,WANSON T D,,
S00260502,,ZPRTG,P,MANDELAVAUX T D,,
S00260601,,ZPRTG,P,TCHERESSE T SP,,
S00260701,,ZPRTG,P,TROIS FONTAINES T D,,
S00260901,,ZPRTG,P,MUNO  T R,,
S00260902,,ZPRTG,P,MUNO  T D1,,
S00260903,,ZPRTG,P,MUNO  T D2,,
S00261002,,ZPRTG,P,LAMBERMONT T D2,,
S00261201,,ZPRTG,P,WATRINSART T R,,
S00234101,,ZPRTG,P,WELKENRAEDT H-CH.VREUNDEL T PC,,
S00261504,,ZPRTG,P,MAISSIN HÔMONT T A SOLIVE D,,
S00261801,,ZPRTG,P,LES SOQUETTES T R+SP,,
S00261802,,ZPRTG,P,LES SOQUETTES T D,,
S00262001,,ZPRTG,P,OPONT T R50,,
S00262102,,ZPRTG,P,OPONT BETH T L'ALLEMOINE D,,
S00262201,,ZPRTG,P,MAISSIN T T&P P,,
S00262302,,ZPRTG,P,OUR T PRÉ AUGUISSE D,,
S00262401,,ZPRTG,P,FRAMONT ENTRE LES VOIES T P,,
S00262501,,ZPRTG,P,FRAMONT RUE D LA MONTAGNE T S,,
S00262601,,ZPRTG,P,FRAMONT ATTAUREINES T R20+SP,,
S00262602,,ZPRTG,P,FRAMONT ATTAUREINES T D,,
S00262701,,ZPRTG,P,FRAMONT VOIE D'ANLOY T R,,
S00234301,,ZPRTG,P,WELKENRAEDT R.MITOYENNE T PC,,
S00263002,,ZPRTG,P,BARON PONCELET T PRÉ DU STOC,,
S00263003,,ZPRTG,P,BARON PONCELET T BOIS DU STOC,,
S00263004,,ZPRTG,P,BARON PONCELET T BOIS SOLMON P,,
S00263201,,ZPRTG,P,LA BUTTE T P1,,
S00263302,,ZPRTG,P,MONT-LE-BOURG T P5,,
S00263401,,ZPRTG,P,LES FOUQUEUSES T D1,,
S00264602,,ZPRTG,P,UDANGE ARLON T R30+SP,,
S00264801,,ZPRTG,P,CLAIREFONTAINE T SP,,
S00264802,,ZPRTG,P,CLAIREFONTAINE T S1,,
S00264901,,ZPRTG,P,WOLBERG T R,,
S00265403,,ZPRTG,P,SÉLANGE T G1,,
S00265501,,ZPRTG,P,TURPANGE T R,,
S00265603,,ZPRTG,P,GUELFF T D1,,
S00266301,,ZPRTG,P,ATHUS T R,,
S00266602,,ZPRTG,P,AIX-SUR-CLOIE,,
S00266802,,ZPRTG,P,RACHECOURT T D1,,
S00266902,,ZPRTG,P,HALANZY T HP R120,,
S00266904,,ZPRTG,P,HALANZY T LA MINIÈRE G1,,
S00266905,,ZPRTG,P,HALANZY T RÉSEAU BAS D1,,
S00266906,,ZPRTG,P,HALANZY T D1,,
S00269301,,ZPRTG,P,PALISEUL STATION PC T,,
S00270402,,ZPRTG,P,LT ANL OPPAGNE QM CHLORATION T,,
S00273501,,ZPRTG,P,COBREVILLE T R,,
S00274301,,ZPRTG,P,HERBEUMONT ANCIEN T R100,,
S00274501,,ZPRTG,P,MARTILLY T R50,,
S00275001,,ZPRTG,P,FERRIERES LANTROULE T SP,,
S00276101,,ZPRTG,P,SUARLEE TOUR EQUILIBRE T,,
S00277601,,ZPRTG,P,HERBEUMONT STRAIMONT R25 T,,
S00282601,,ZPRTG,P,LIVARCHAMPS T CV,,
S00282602,,ZPRTG,P,LIVARCHAMPS ANCIENNE ST T,,
S00283001,,ZPRTG,P,BERTOGNE LONGCHAMPS D/SP T,,
S00283101,,ZPRTG,P,DURBUY SUNCLASS R50 T,,
S00283501,,ZPRTG,P,MACON BOIS DES HAYES P/ST/R T,,
S00286301,,ZPRTG,P,HONDELANGE R300 T,,
S00289301,,ZPRTG,P,MARTELANGE N4 SHELL CV T,,
S00290801,,ZPRTG,P,AYE CAT T,,
S00293701,,ZPRTG,P,FOUYEUX T,,
S00296101,,ZPRTG,P,WELLIN AVE E/R2 T,,
S00297001,,ZPRTG,P,FAUVILLERS HOLLANGE RCP HS VAH T01,,
S00297101,,ZPRTG,P,FAUVILLERS HONVILLE R-T01,,
S00297301,,ZPRTG,P,FAUVILLERS VILLAGE SP/ST/R HS T,,
S00297501,,ZPRTG,P,FAUVILLERS STRAINCHAMPS RCP VAH T,,
S00234728,,ZPRTG,P,LT EUPEN T V/05-07/D1,,
S00234736,,ZPRTG,P,LT EUPEN T H/05-07/4,,
S00234819,,ZPRTG,P,LT EU-GI-A T V/11-12/2,,
S00234907,,ZPRTG,P,LT GI T V/LOU-00/3,,
S00234908,,ZPRTG,P,LT GI T H/LOU-00/4,,
S00234909,,ZPRTG,P,LT GI T V/LOU-00/4,,
S00234910,,ZPRTG,P,LT GI T VC REMOUCHAMPS,,
S00234911,,ZPRTG,P,LT GI T H/LOU-00/5,,
S00234912,,ZPRTG,P,LT GI T ENTREE TUNNEL,,
S00234913,,ZPRTG,P,LT GI T CHAMBRE 00,,
S00234914,,ZPRTG,P,LT GI B V/0-WA/1,,
S00234915,,ZPRTG,P,LT GI T H/0-WA/1,,
S00234916,,ZPRTG,P,LT GI T V/O-WA/2,,
S00234917,,ZPRTG,P,LT GI T VC SART,,
S00234918,,ZPRTG,P,LT GI T H/0-WA/2,,
S00234920,,ZPRTG,P,LT GI T VC SAINT LUC,,
S00234921,,ZPRTG,P,LT GI  T V/WA-V.CHA/1,,
S00234937,,ZPRTG,P,LT GI T H/BRO-LOUV/1,,
S00238640,,ZPRTG,P,LT EU-GI-B T R/18-19/1,,
S00238646,,ZPRTG,P,LT EU-GI-B T CHAMBRE 20,,
S00239501,,ZPRTG,P,AMAY LES COMMUNES T RCP62,,
S00273401,,ZPRTG,P,NEUPRE TRAWE LAIWE T D/R,,
S00278301,,ZPRTG,P,VIELSALM NEUVILLE HAUT QM T,,
S00281801,,ZPRTG,P,VERVIERS R SLAR/CHAMPS QM T,,
S00281901,,ZPRTG,P,DISON R RECHAIN CV T,,
S00286601,,ZPRTG,P,VERVIERS PONT SAUVAGE QM T,,
S00288101,,ZPRTG,P,EUPEN TERNEL R T,,
S00288201,,ZPRTG,P,HERSTAL ABBAYE CV T,,
S00288301,,ZPRTG,P,HERVE RECHAIN FORBOTS R80 T,,
S00288601,,ZPRTG,P,PLOMBIERES VAALS RCP T,,
S00288701,,ZPRTG,P,PLOMBIERES TERSTRAETEN R7 T,,
S00288801,,ZPRTG,P,SEILLES BEGUINES CV5 T,,
S00289001,,ZPRTG,P,VIELSALM PRIESMONT R/SP T,,
S00289101,,ZPRTG,P,WANZE EVRARD CV7A T,,
S00289102,,ZPRTG,P,WANZE EVRARD CV7B T,,
S00289201,,ZPRTG,P,WANZE LIBERT CV9 T,,
S00289501,,ZPRTG,P,YVOZ FERME NEUVILLE R6 CILE T,,
S00289901,,ZPRTG,P,YVOZ RTE DE FRANCE R120 CILE T,,
S00291001,,ZPRTG,P,AYWAILLE HOYEMONT R/SP CILE T,,
S00292201,,ZPRTG,P,BARRAGE DE LA BORCHENE T,,
S00299301,,ZPRTG,P,SART MELIN HYDROPHORE T,,
S00202002,,ZPRTG,P,MALMEDY PONT SAINT DONAT T D1,,
S00213105,,ZPRTG,P,SPRIMONT DOLEMBREUX T P1,,
S00213104,,ZPRTG,P,SPRIMONT DOLEMBREUX T P2,,
S00234919,,ZPRTG,P,LT GI  T V/0-WA/3,,
S00234923,,ZPRTG,P,LT GI T H-V/WA-V.CHA/1,,
S00234936,,ZPRTG,P,LT GI T VC LODOMEZ,,
S00203202,,ZPRTG,P,MANHAY VAUX CHAVANNE T RT100,,
S00100201,,ZPRTG,P,VEZON,,
S00100301,,ZPRTG,P,WASMES A-B,,
S00100901,,ZPRTG,P,PIC AU VENT,,
S00101001,,ZPRTG,P,ERE,,
S00101101,,ZPRTG,P,CHERCQ,,
S00101201,,ZPRTG,P,RAMEGNIES_CHIN,,
S00101401,,ZPRTG,P,KAIN RV FOLIE,,
S00101501,,ZPRTG,P,ERE ST MAUR-HP,,
S00101701,,ZPRTG,P,RUMILIES,,
S00101801,,ZPRTG,P,CHERCQ-HP,,
S00101901,,ZPRTG,P,NECHIN,,
S00103001,,ZPRTG,P,MAFFLE,,
S00103101,,ZPRTG,P,MAFFLE SURPRESSEUR,,
S00103201,,ZPRTG,P,MAINVAULT (BAS),,
S00103301,,ZPRTG,P,MAINVAULT (RENOWELZ),,
S00103401,,ZPRTG,P,ORMEIGNIES,,
S00103501,,ZPRTG,P,ATH BOIS DU RENARD,,
S00103601,,ZPRTG,P,ATH DES TUILERIES,,
S00103701,,ZPRTG,P,GHISLENGHIEN,,
S00103801,,ZPRTG,P,MESLIN L EVEQUE,,
S00103901,,ZPRTG,P,OSTICHES,,
S00104001,,ZPRTG,P,ATH CAT,,
S00104101,,ZPRTG,P,GRANDGLISE,,
S00104301,,ZPRTG,P,BASECLES,,
S00104401,,ZPRTG,P,ELLIGNIES ST ANNE,,
S00104501,,ZPRTG,P,QUEVAUCAMPS CE,,
S00104601,,ZPRTG,P,THUMAIDE,,
S00104701,,ZPRTG,P,BLATON SP,,
S00104801,,ZPRTG,P,BRUGELETTE SP P1 P2,,
S00104802,,ZPRTG,P,BRUGELETTE,,
S00104901,,ZPRTG,P,GAGES-BRUGELETTE,,
S00105001,,ZPRTG,P,JOLLAIN-MERLIN,,
S00105101,,ZPRTG,P,RONGY,,
S00105401,,ZPRTG,P,CHIEVRES,,
S00105501,,ZPRTG,P,CHIEVRES CE,,
S00105601,,ZPRTG,P,TONGRE-NOTRE-DAME,,
S00105701,,ZPRTG,P,GROSAGE,,
S00105901,,ZPRTG,P,HUISSIGNIES,,
S00106101,,ZPRTG,P,ELLEZELLES SP RV + RV100,,
S00106301,,ZPRTG,P,LA HAMAIDE,,
S00106501,,ZPRTG,P,PETIT ENGHIEN (CE),,
S00106601,,ZPRTG,P,FLOBECQ,,
S00106801,,ZPRTG,P,OEUDEGHIEN (LONGBONNE),,
S00106901,,ZPRTG,P,FRASNES-LEZ-BUISL,,
S00107001,,ZPRTG,P,MOUSTIER,,
S00107101,,ZPRTG,P,ANVAING,,
S00107401,,ZPRTG,P,MOUSTIER HACQUEGNIES P2,,
S00107501,,ZPRTG,P,ERBAUT-HERCHIES,,
S00107601,,ZPRTG,P,ERBAUT -HERCHIES-P3,,
S00107701,,ZPRTG,P,HERCHIES,,
S00107801,,ZPRTG,P,ERBISOEUL,,
S00107901,,ZPRTG,P,LENS ERBAUT,,
S00108001,,ZPRTG,P,ERBAUT PA,,
S00108101,,ZPRTG,P,ERBAUT PB,,
S00108201,,ZPRTG,P,ERBAUT PC,,
S00111701,,ZPRTG,P,C.N.D.LOUVIGNIES,,
S00108301,,ZPRTG,P,ERBAUT PD,,
S00108501,,ZPRTG,P,MONTIGNIES-LEZ-LENS SURP,,
S00111801,,ZPRTG,P,HORRUES,,
S00108601,,ZPRTG,P,MONTIGNIES-LEZ-LENS,,
S00108701,,ZPRTG,P,LENS,,
S00115001,,ZPRTG,P,LES RUELLES,,
S00115101,,ZPRTG,P,CE ALOUETTE,,
S00115201,,ZPRTG,P,CE ANSUELLE,,
S00108801,,ZPRTG,P,LOMBISE,,
S00115301,,ZPRTG,P,SAINT MEDARD,,
S00115501,,ZPRTG,P,WAUDREZ,,
S00115601,,ZPRTG,P,CE RESSAIX,,
S00108901,,ZPRTG,P,LENS-OEILLIES (PUITS),,
S00115701,,ZPRTG,P,RV LEVAL-TRAHEGNIES,,
S00115801,,ZPRTG,P,RV EPINOIS,,
S00115901,,ZPRTG,P,PERONNES CE,,
S00109101,,ZPRTG,P,BOIS DE LESSINES,,
S00109201,,ZPRTG,P,LESSINES MOUPLON,,
S00109401,,ZPRTG,P,LEUZE,,
S00115902,,ZPRTG,P,PERONNES SP RV,,
S00116001,,ZPRTG,P,PUITS TRIVIERES,,
S00116101,,ZPRTG,P,TRIVIERES TEXAS,,
S00116201,,ZPRTG,P,PUITS SAINT-VAAST,,
S00109501,,ZPRTG,P,THIEULAIN,,
S00116301,,ZPRTG,P,CE SAINT-VAAST ANCIEN CE,,
S00116401,,ZPRTG,P,RV SAINT-VAAST,,
S00116501,,ZPRTG,P,STREPY-BRACQUEGNIES,,
S00109601,,ZPRTG,P,LEUZE CE,,
S00109701,,ZPRTG,P,ORROIR SP RV,,
S00116601,,ZPRTG,P,HOUDENG-AIMERIES,,
S00109801,,ZPRTG,P,RUSSEIGNIES,,
S00116701,,ZPRTG,P,CE REDEMONT,,
S00109901,,ZPRTG,P,BONSECOURS SP,,
S00116801,,ZPRTG,P,CE JOLIMONT,,
S00116901,,ZPRTG,P,RV HAINE ST PAUL,,
S00110001,,ZPRTG,P,PERUWELZ CE,,
S00117001,,ZPRTG,P,CE BOUILLON,,
S00110101,,ZPRTG,P,PERUWELZ,,
S00117101,,ZPRTG,P,RV BIGNAULT,,
S00117201,,ZPRTG,P,RV JULIE BRICHANT,,
S00117301,,ZPRTG,P,CARNIERES TRICHON,,
S00117401,,ZPRTG,P,CARNIERES CE TOUT VENT,,
S00117501,,ZPRTG,P,CARNIERES SP LA GADE,,
S00117601,,ZPRTG,P,RV DE MORLANWELZ,,
S00110401,,ZPRTG,P,WIERS P2,,
S00117701,,ZPRTG,P,CE DE MORLANWELZ,,
S00117901,,ZPRTG,P,LA COMMANDERIE PIETON,,
S00118001,,ZPRTG,P,CE CHAPELLE-LEZ-HERL,,
S00110601,,ZPRTG,P,GRATY,,
S00118101,,ZPRTG,P,RV BUVRINNES,,
S00118201,,ZPRTG,P,TROUPETTE T RV CE SP,,
S00110701,,ZPRTG,P,SILLY,,
S00118301,,ZPRTG,P,CE MANAGE,,
S00110901,,ZPRTG,P,VILLE-POMMEROEUL,,
S00118401,,ZPRTG,P,CE LA HESTRE,,
S00118501,,ZPRTG,P,SENEFFE T PUITS P4,,
S00118502,,ZPRTG,P,SENEFFE T PUITS P1,,
S00118503,,ZPRTG,P,SENEFFE T PUITS P3,,
S00111101,,ZPRTG,P,BLATON,,
S00118504,,ZPRTG,P,SENEFFE T SP RV CE,,
S00111201,,ZPRTG,P,HARCHIES,,
S00118601,,ZPRTG,P,ARQUENNES E1 E2 G3,,
S00118602,,ZPRTG,P,ARQUENNES T RV SP,,
S00111401,,ZPRTG,P,BAUDOUR SP/RV,,
S00118701,,ZPRTG,P,CE BOIS DES NAUWES,,
S00118801,,ZPRTG,P,BAULERS  G1,,
S00118802,,ZPRTG,P,BAULERS  G2,,
S00118803,,ZPRTG,P,BAULERS  SP RV,,
S00118901,,ZPRTG,P,CE LAID PATARD,,
S00111501,,ZPRTG,P,BAUDOUR (BAS-SERV),,
S00111601,,ZPRTG,P,BAUDOUR (HAUT-SERVICE),,
S00119001,,ZPRTG,P,VERT-BATY,,
S00112001,,ZPRTG,P,NEUFVILLES,,
S00119201,,ZPRTG,P,CE FAUBOURG DE NAMUR,,
S00119301,,ZPRTG,P,SURP BOIS DE NIVELLES,,
S00119401,,ZPRTG,P,SURP HAUT ITTRE,,
S00119501,,ZPRTG,P,VIRGINAL,,
S00114301,,ZPRTG,P,LT KESTER VERS PETIT ENGHIEN CE,,
S00114401,,ZPRTG,P,LT FLOBECQ,,
S00119801,,ZPRTG,P,CE DE SAINTES,,
S00114601,,ZPRTG,P,LESSINES (LONGBORNE),,
S00120601,,ZPRTG,P,PUITS LILLOIS,,
S00121301,,ZPRTG,P,ESTINNES-AU-VAL,,
S00120701,,ZPRTG,P,CE LILLOIS,,
S00120801,,ZPRTG,P,RV LILLOIS,,
S00120901,,ZPRTG,P,RV BRAINE-LE-CHÂTEAU,,
S00121401,,ZPRTG,P,ESTINNES-AU-MONT,,
S00121001,,ZPRTG,P,SURP BRAINE-LE-CHÂTEAU,,
S00121501,,ZPRTG,P,CE DE PEISSANT,,
S00121801,,ZPRTG,P,CE DE GRAND-RENG,,
S00121901,,ZPRTG,P,BRINGUETTE,,
S00121601,,ZPRTG,P,RV DE ROUVEROY,,
S00122001,,ZPRTG,P,RV BOIS DU COMTE,,
S00122101,,ZPRTG,P,RV DE SOLRE-S-SAMBRE,,
S00122201,,ZPRTG,P,BERSILLIES L'ABBAYE,,
S00125901,,ZPRTG,P,LE ROEULX,,
S00122301,,ZPRTG,P,TERTRE,,
S00122401,,ZPRTG,P,RV DE GIVRY,,
S00122501,,ZPRTG,P,GIVRY,,
S00122901,,ZPRTG,P,CE DE NOIRCHAIN,,
S00123001,,ZPRTG,P,CE D'HARVENG,,
S00126001,,ZPRTG,P,CE LE ROEULX,,
S00123101,,ZPRTG,P,SURP  DE FRAMERIES,,
S00126101,,ZPRTG,P,RV DE GOTTIGNIES,,
S00127201,,ZPRTG,P,CE BRAINE LE COMTE,,
S00127401,,ZPRTG,P,RV HENNUYERES ARDENNES,,
S00123601,,ZPRTG,P,HENSIES,,
S00123701,,ZPRTG,P,SP QUIEVRAIN,,
S00127501,,ZPRTG,P,SURP D'HENRIPONT,,
S00127701,,ZPRTG,P,RV TETE DU BOIS,,
S00123801,,ZPRTG,P,CE QUIEVRAIN,,
S00123901,,ZPRTG,P,RV AUDREGNIES,,
S00127801,,ZPRTG,P,ECAUSSINNES ST,,
S00127901,,ZPRTG,P,CE MARCHE LEZ ECAUSSINNES,,
S00124001,,ZPRTG,P,RV ST ANTOINE,,
S00124101,,ZPRTG,P,RV DE VEDETTE,,
S00128301,,ZPRTG,P,THIEUSIES T SP P3,,
S00128303,,ZPRTG,P,THIEUSIES P1 P2,,
S00128304,,ZPRTG,P,THIEUSIES T ST,,
S00128401,,ZPRTG,P,CE DE THIEUSIES,,
S00124401,,ZPRTG,P,HORNU,,
S00128501,,ZPRTG,P,RV DE NAAST,,
S00128801,,ZPRTG,P,SURP DE BORNIVAL,,
S00128901,,ZPRTG,P,SURP DU CIRCUIT ZONING,,
S00133501,,ZPRTG,P,4 CUVES,,
S00133601,,ZPRTG,P,6 IÈME AVENUE,,
S00124901,,ZPRTG,P,ELOUGES PUITS P1,,
S00133901,,ZPRTG,P,BARBENÇON  FAYT,,
S00134001,,ZPRTG,P,BARBENÇON TOFETTE,,
S00134101,,ZPRTG,P,BASSIN BERGER,,
S00125101,,ZPRTG,P,SURP DE WIHERIES,,
S00134501,,ZPRTG,P,BEAULIEUSART,,
S00134601,,ZPRTG,P,BEAUMONT PUIT,,
S00134701,,ZPRTG,P,BELLE-VUE,,
S00125201,,ZPRTG,P,CE DE WIHERIES,,
S00135001,,ZPRTG,P,BIESME,,
S00126201,,ZPRTG,P,CE DE THIEU,,
S00135201,,ZPRTG,P,BIESMERÉE EST,,
S00135301,,ZPRTG,P,BINCHES,,
S00126801,,ZPRTG,P,RV DE MAISIERES,,
S00135401,,ZPRTG,P,BIOUL  SP P1 P2 P3,,
S00126901,,ZPRTG,P,CE D'OBOURG,,
S00135501,,ZPRTG,P,BODSON CH.LIAISON,,
S00135701,,ZPRTG,P,Saint Blaise CE SURP,,
S00135801,,ZPRTG,P,BOUSSU CE (Froidchapelle),,
S00136001,,ZPRTG,P,BRÛLÉS,,
S00136101,,ZPRTG,P,BRYE,,
S00136201,,ZPRTG,P,CAMPINAIRE CE FLEURUS,,
S00136401,,ZPRTG,P,CARNELLE,,
S00136501,,ZPRTG,P,CASCADE,,
S00136801,,ZPRTG,P,CHATELINEAU N°8 CE,,
S00137001,,ZPRTG,P,CHENCÉE,,
S00137101,,ZPRTG,P,CHÊNE BONNET,,
S00137201,,ZPRTG,P,CLAIRE FONTAINE,,
S00137301,,ZPRTG,P,CLAMINFORGE,,
S00137401,,ZPRTG,P,CONGO PUITS P2,,
S00137501,,ZPRTG,P,CORROY-LE-CHÂTEAU,,
S00137601,,ZPRTG,P,COUILLET BS (bas service),,
S00137701,,ZPRTG,P,COUILLET HS,,
S00137801,,ZPRTG,P,COUILLET MS,,
S00137901,,ZPRTG,P,COURCELLES TRIEUX,,
S00130801,,ZPRTG,P,ADD TROUILLE GD RENG-FRAMERIES,,
S00138101,,ZPRTG,P,CREVE COEUR,,
S00139101,,ZPRTG,P,CV GOUTROUX,,
S00175601,,ZPRTG,P,STAMBRUGES CE,,
S00140201,,ZPRTG,P,DAMPREMY,,
S00140301,,ZPRTG,P,DENÉE,,
S00272801,,ZPRTG,P,TOURNAI P7,,
S00274801,,ZPRTG,P,WIERS P4,,
S00275301,,ZPRTG,P,WIERS  DOUBLON,,
S00276401,,ZPRTG,P,OSTICHES SURPR.,,
S00277001,,ZPRTG,P,VILLERS ST GHISLAIN CE,,
S00285501,,ZPRTG,P,QUIEVRAIN,,
S00141001,,ZPRTG,P,ESPINETTE,,
S00286501,,ZPRTG,P,SAINT MAUR CE,,
S00141101,,ZPRTG,P,EVRARD,,
S00141201,,ZPRTG,P,FAIROUL F1,,
S00141301,,ZPRTG,P,FAIROUL F2,,
S00141401,,ZPRTG,P,FAIROUL F3,,
S00141501,,ZPRTG,P,FALISOLLE,,
S00141601,,ZPRTG,P,FALLON PUITS,,
S00141701,,ZPRTG,P,FARCIENNES,,
S00141801,,ZPRTG,P,FAUBOURG PUITS CAPTAGE,,
S00141901,,ZPRTG,P,FAUBOURG SAINT LAZARE,,
S00142001,,ZPRTG,P,FLACHES CE,,
